date,product_category,product_name,quantity_sold,unit_price,revenue,cost,profit,customer_id,region,sales_channel
2024-01-05,Electronics,Headphones,3,1028.66,3085.98,1906.6,1179.38,CUST5465,West,Retail Store
2024-01-05,Clothing,Jacket,1,71.85,71.85,38.08,33.76,CUST6177,South,Online
2024-01-05,Clothing,Dress,1,109.5,109.5,45.71,63.79,CUST1512,South,Marketplace
2024-01-05,Clothing,T-Shirt,5,56.39,281.96,193.55,88.4,CUST5070,Central,Retail Store
2024-01-05,Electronics,Tablet,4,935.85,3743.39,1675.52,2067.87,CUST8253,North,Online
2024-01-05,Clothing,Shoes,5,32.24,161.2,79.54,81.66,CUST7617,Central,Mobile App
2024-01-05,Sports,Yoga Mat,5,333.84,1669.21,976.08,693.13,CUST3849,West,Mobile App
2024-01-05,Clothing,Jeans,3,85.41,256.22,168.33,87.9,CUST5611,South,Online
2024-01-06,Sports,Bicycle,2,469.36,938.72,411.68,527.04,CUST6052,East,Mobile App
2024-01-06,Electronics,Headphones,3,1266.55,3799.66,2262.49,1537.17,CUST2066,West,Online
2024-01-06,Electronics,Headphones,2,250.65,501.3,293.5,207.8,CUST9967,Central,Retail Store
2024-01-06,Clothing,Jeans,2,53.89,107.78,59.15,48.63,CUST1825,Central,Retail Store
2024-01-06,Electronics,Tablet,5,250.94,1254.71,659.2,595.51,CUST8164,North,Marketplace
2024-01-06,Clothing,Dress,1,93.91,93.91,53.79,40.12,CUST2122,West,Retail Store
2024-01-06,Electronics,Smart Watch,4,757.69,3030.77,1895.02,1135.75,CUST3914,North,Retail Store
2024-01-06,Electronics,Laptop,4,1274.39,5097.58,2528.47,2569.1,CUST1698,East,Online
2024-01-06,Sports,Bicycle,5,726.67,3633.36,1552.85,2080.51,CUST3502,West,Retail Store
2024-01-06,Home & Garden,Cookware Set,3,163.12,489.35,207.97,281.38,CUST8266,West,Online
2024-01-06,Sports,Running Shoes,5,608.09,3040.45,1938.21,1102.24,CUST2062,Central,Online
2024-01-06,Clothing,Jeans,2,77.4,154.8,103.14,51.65,CUST5330,East,Retail Store
2024-01-06,Home & Garden,Cookware Set,1,235.61,235.61,137.94,97.67,CUST2542,Central,Marketplace
2024-01-06,Clothing,T-Shirt,2,135.95,271.89,120.72,151.18,CUST7172,Central,Retail Store
2024-01-06,Home & Garden,Bedding,1,267.7,267.7,126.09,141.61,CUST8494,North,Online
2024-01-07,Sports,Bicycle,3,627.29,1881.87,1068.0,813.87,CUST5186,South,Retail Store
2024-01-07,Home & Garden,Plant Pot,5,33.07,165.33,89.38,75.95,CUST7619,Central,Mobile App
2024-01-07,Electronics,Laptop,3,958.38,2875.14,1979.97,895.17,CUST2214,West,Online
2024-01-07,Electronics,Laptop,5,1452.19,7260.95,2930.85,4330.09,CUST7316,Central,Mobile App
2024-01-07,Electronics,Smart Watch,3,1394.85,4184.55,1991.42,2193.14,CUST7190,North,Online
2024-01-07,Clothing,T-Shirt,5,110.6,553.0,284.94,268.06,CUST9662,North,Mobile App
2024-01-07,Sports,Dumbbells,4,107.74,430.94,215.77,215.17,CUST7819,South,Marketplace
2024-01-07,Clothing,Shoes,2,54.57,109.14,55.46,53.69,CUST5835,East,Retail Store
2024-01-08,Electronics,Laptop,5,1257.93,6289.67,3807.89,2481.78,CUST1924,Central,Retail Store
2024-01-08,Home & Garden,Bedding,2,142.49,284.99,163.68,121.3,CUST1009,South,Mobile App
2024-01-08,Electronics,Smart Watch,1,1210.88,1210.88,658.85,552.03,CUST8449,North,Retail Store
2024-01-08,Home & Garden,Plant Pot,1,256.35,256.35,138.58,117.76,CUST8266,North,Online
2024-01-08,Sports,Bicycle,1,439.12,439.12,274.44,164.68,CUST2460,Central,Online
2024-01-09,Clothing,Jeans,3,52.16,156.47,83.73,72.73,CUST6997,North,Mobile App
2024-01-09,Electronics,Smart Watch,4,497.24,1988.94,1196.37,792.57,CUST4419,South,Retail Store
2024-01-09,Clothing,Jacket,3,60.01,180.03,116.11,63.93,CUST9427,Central,Retail Store
2024-01-09,Clothing,Jacket,1,96.69,96.69,52.6,44.09,CUST2252,Central,Retail Store
2024-01-09,Clothing,Jacket,3,137.41,412.23,241.23,171.0,CUST7881,South,Retail Store
2024-01-09,Clothing,Jacket,3,137.54,412.62,208.16,204.46,CUST5261,North,Marketplace
2024-01-09,Home & Garden,Cookware Set,2,262.84,525.68,360.01,165.66,CUST8043,South,Marketplace
2024-01-09,Electronics,Smartphone,1,535.72,535.72,288.08,247.64,CUST8941,Central,Retail Store
2024-01-09,Electronics,Tablet,3,512.19,1536.57,649.6,886.97,CUST1760,East,Retail Store
2024-01-10,Sports,Bicycle,1,720.01,720.01,390.38,329.63,CUST5188,South,Online
2024-01-10,Clothing,Jacket,3,126.83,380.5,191.59,188.91,CUST5777,Central,Retail Store
2024-01-10,Electronics,Laptop,5,799.01,3995.06,1845.32,2149.74,CUST3593,North,Retail Store
2024-01-10,Clothing,Dress,3,25.11,75.33,48.2,27.13,CUST6240,East,Mobile App
2024-01-10,Sports,Fitness Tracker,1,239.58,239.58,153.78,85.8,CUST2276,West,Mobile App
2024-01-10,Home & Garden,Lamp,4,129.61,518.43,279.31,239.12,CUST1364,South,Retail Store
2024-01-10,Home & Garden,Plant Pot,3,271.71,815.12,451.17,363.95,CUST6870,West,Online
2024-01-10,Clothing,Jeans,3,71.63,214.89,92.72,122.18,CUST6750,Central,Marketplace
2024-01-10,Clothing,T-Shirt,1,47.49,47.49,23.66,23.83,CUST5632,North,Online
2024-01-10,Sports,Yoga Mat,4,300.21,1200.82,714.07,486.76,CUST7371,South,Mobile App
2024-01-10,Sports,Yoga Mat,4,123.87,495.5,240.38,255.12,CUST3739,South,Marketplace
2024-01-10,Clothing,Jacket,3,148.25,444.74,258.72,186.02,CUST2460,Central,Retail Store
2024-01-11,Home & Garden,Cookware Set,3,53.73,161.19,103.44,57.74,CUST4735,North,Mobile App
2024-01-11,Home & Garden,Plant Pot,5,295.24,1476.21,640.1,836.11,CUST8489,West,Marketplace
2024-01-11,Home & Garden,Cookware Set,1,162.5,162.5,100.24,62.26,CUST6560,South,Mobile App
2024-01-11,Home & Garden,Lamp,3,256.42,769.25,355.03,414.22,CUST9915,North,Marketplace
2024-01-11,Electronics,Headphones,1,993.81,993.81,483.58,510.23,CUST2828,East,Mobile App
2024-01-11,Sports,Fitness Tracker,3,485.26,1455.78,743.57,712.21,CUST1009,Central,Mobile App
2024-01-11,Clothing,Shoes,2,61.91,123.81,79.61,44.21,CUST9512,Central,Online
2024-01-11,Electronics,Laptop,3,815.12,2445.35,1422.78,1022.57,CUST4490,North,Online
2024-01-11,Clothing,Shoes,4,73.11,292.43,198.82,93.61,CUST4530,North,Retail Store
2024-01-11,Sports,Running Shoes,3,743.0,2228.99,1374.13,854.87,CUST6951,Central,Marketplace
2024-01-12,Electronics,Smart Watch,4,412.75,1651.01,741.77,909.25,CUST3898,East,Retail Store
2024-01-12,Clothing,Shoes,1,134.04,134.04,69.39,64.64,CUST7943,East,Online
2024-01-12,Clothing,T-Shirt,1,50.19,50.19,33.62,16.57,CUST5033,Central,Marketplace
2024-01-12,Sports,Running Shoes,3,359.43,1078.3,538.98,539.32,CUST2202,South,Marketplace
2024-01-12,Sports,Fitness Tracker,1,438.43,438.43,292.95,145.49,CUST1419,Central,Retail Store
2024-01-12,Electronics,Laptop,5,523.04,2615.18,1629.74,985.44,CUST6373,West,Retail Store
2024-01-12,Clothing,Jeans,5,133.98,669.9,336.71,333.19,CUST7028,West,Online
2024-01-12,Sports,Bicycle,5,443.39,2216.96,1210.25,1006.71,CUST3371,West,Online
2024-01-12,Clothing,Jacket,3,110.21,330.64,186.09,144.55,CUST3116,West,Mobile App
2024-01-12,Clothing,Jeans,2,143.15,286.29,127.69,158.61,CUST8783,South,Online
2024-01-12,Electronics,Headphones,3,1411.75,4235.26,2412.15,1823.11,CUST4876,South,Online
2024-01-12,Sports,Dumbbells,1,353.7,353.7,219.62,134.08,CUST4368,East,Mobile App
2024-01-12,Electronics,Smart Watch,5,415.18,2075.88,946.39,1129.5,CUST4030,North,Online
2024-01-12,Home & Garden,Plant Pot,5,132.41,662.06,412.65,249.42,CUST9393,West,Online
2024-01-12,Electronics,Smartphone,1,348.55,348.55,182.76,165.79,CUST2625,East,Retail Store
2024-01-13,Home & Garden,Lamp,3,229.13,687.38,368.2,319.17,CUST5971,East,Mobile App
2024-01-13,Clothing,T-Shirt,4,74.46,297.84,200.88,96.96,CUST7320,Central,Mobile App
2024-01-13,Home & Garden,Lamp,4,87.42,349.7,193.92,155.77,CUST5944,West,Online
2024-01-13,Electronics,Headphones,4,895.59,3582.36,1631.19,1951.17,CUST5422,North,Marketplace
2024-01-13,Electronics,Tablet,3,1239.72,3719.15,1877.49,1841.66,CUST3717,Central,Online
2024-01-13,Electronics,Smart Watch,3,285.42,856.26,541.72,314.54,CUST7645,West,Online
2024-01-14,Clothing,Jacket,4,43.65,174.6,114.98,59.62,CUST9038,East,Marketplace
2024-01-14,Clothing,Jeans,3,103.72,311.16,162.62,148.54,CUST1054,West,Marketplace
2024-01-14,Clothing,Dress,1,91.72,91.72,43.68,48.05,CUST9519,North,Mobile App
2024-01-14,Electronics,Tablet,3,1048.57,3145.71,1483.06,1662.65,CUST8970,East,Marketplace
2024-01-14,Sports,Bicycle,5,134.34,671.69,350.57,321.12,CUST1822,South,Mobile App
2024-01-14,Clothing,T-Shirt,5,23.45,117.25,53.28,63.97,CUST2308,West,Retail Store
2024-01-15,Electronics,Smart Watch,4,636.63,2546.5,1648.94,897.56,CUST5566,West,Marketplace
2024-01-15,Electronics,Smart Watch,1,766.96,766.96,374.54,392.43,CUST6619,South,Retail Store
2024-01-15,Sports,Yoga Mat,2,463.48,926.95,644.8,282.16,CUST5223,North,Retail Store
2024-01-15,Home & Garden,Coffee Maker,1,176.24,176.24,103.99,72.25,CUST8368,East,Retail Store
2024-01-15,Sports,Dumbbells,2,722.94,1445.89,878.18,567.7,CUST9996,East,Retail Store
2024-01-15,Clothing,Dress,2,94.95,189.89,91.57,98.32,CUST8184,Central,Online
2024-01-16,Clothing,Shoes,5,21.43,107.15,47.26,59.89,CUST8992,East,Marketplace
2024-01-16,Clothing,Shoes,5,106.45,532.27,240.91,291.36,CUST3969,Central,Marketplace
2024-01-16,Clothing,Jeans,2,41.62,83.23,51.72,31.51,CUST3866,Central,Marketplace
2024-01-16,Home & Garden,Lamp,5,135.11,675.55,328.73,346.82,CUST8679,West,Online
2024-01-16,Home & Garden,Plant Pot,2,137.1,274.19,188.16,86.03,CUST7212,North,Retail Store
2024-01-16,Sports,Bicycle,3,486.19,1458.56,605.92,852.63,CUST8101,East,Online
2024-01-16,Home & Garden,Lamp,1,238.15,238.15,102.87,135.27,CUST3343,North,Online
2024-01-16,Electronics,Smart Watch,3,977.77,2933.32,1577.84,1355.47,CUST8970,East,Retail Store
2024-01-16,Electronics,Headphones,4,1458.01,5832.04,2342.01,3490.03,CUST7667,East,Online
2024-01-16,Sports,Running Shoes,3,770.63,2311.88,1472.68,839.2,CUST4640,North,Mobile App
2024-01-17,Home & Garden,Bedding,1,207.87,207.87,126.32,81.55,CUST9901,North,Retail Store
2024-01-17,Electronics,Headphones,3,1483.97,4451.91,3041.62,1410.28,CUST9238,South,Marketplace
2024-01-17,Home & Garden,Coffee Maker,2,183.35,366.69,247.39,119.3,CUST5430,Central,Mobile App
2024-01-17,Electronics,Tablet,2,748.29,1496.58,955.72,540.86,CUST4294,West,Mobile App
2024-01-17,Home & Garden,Lamp,3,253.81,761.42,313.02,448.4,CUST4223,East,Marketplace
2024-01-17,Sports,Fitness Tracker,2,710.87,1421.75,794.87,626.88,CUST5278,West,Mobile App
2024-01-17,Home & Garden,Coffee Maker,4,243.5,973.98,482.73,491.25,CUST9684,South,Marketplace
2024-01-17,Clothing,Jeans,3,133.11,399.34,162.28,237.06,CUST4810,East,Mobile App
2024-01-17,Clothing,Shoes,5,119.73,598.67,311.66,287.02,CUST9436,West,Online
2024-01-17,Sports,Bicycle,1,620.41,620.41,325.92,294.49,CUST4430,West,Online
2024-01-17,Electronics,Laptop,3,807.5,2422.51,1184.85,1237.66,CUST3033,West,Retail Store
2024-01-17,Clothing,Dress,1,56.04,56.04,37.72,18.32,CUST3632,North,Online
2024-01-18,Sports,Bicycle,3,761.22,2283.66,1452.19,831.47,CUST5805,East,Retail Store
2024-01-18,Electronics,Smartphone,1,1166.36,1166.36,489.28,677.08,CUST8827,Central,Mobile App
2024-01-18,Clothing,Dress,3,86.65,259.95,121.97,137.98,CUST1824,South,Online
2024-01-18,Electronics,Smartphone,3,1274.07,3822.2,2447.09,1375.11,CUST9245,North,Online
2024-01-18,Home & Garden,Cookware Set,2,171.76,343.52,164.23,179.29,CUST3466,South,Retail Store
2024-01-18,Clothing,T-Shirt,3,126.06,378.17,176.73,201.44,CUST8287,Central,Mobile App
2024-01-18,Electronics,Laptop,4,954.11,3816.45,1631.33,2185.12,CUST2640,East,Mobile App
2024-01-18,Sports,Fitness Tracker,1,59.39,59.39,38.94,20.45,CUST1954,South,Marketplace
2024-01-18,Sports,Running Shoes,5,62.81,314.04,175.79,138.24,CUST9228,West,Marketplace
2024-01-18,Electronics,Headphones,5,1488.92,7444.59,3115.23,4329.36,CUST1317,Central,Mobile App
2024-01-18,Clothing,Jacket,2,90.69,181.38,119.59,61.79,CUST2312,East,Marketplace
2024-01-18,Sports,Bicycle,1,146.94,146.94,65.85,81.09,CUST7924,East,Online
2024-01-19,Electronics,Smartphone,4,1004.19,4016.78,2513.76,1503.02,CUST7150,Central,Mobile App
2024-01-19,Electronics,Smartphone,1,238.02,238.02,154.18,83.84,CUST8561,East,Online
2024-01-19,Clothing,Jeans,4,92.3,369.21,231.49,137.72,CUST1294,South,Marketplace
2024-01-19,Electronics,Tablet,1,927.8,927.8,403.36,524.43,CUST8009,West,Marketplace
2024-01-19,Sports,Fitness Tracker,3,124.55,373.64,181.22,192.43,CUST6352,South,Mobile App
2024-01-19,Sports,Bicycle,5,104.45,522.23,355.72,166.5,CUST2887,West,Retail Store
2024-01-19,Sports,Running Shoes,1,622.51,622.51,381.33,241.18,CUST3752,South,Marketplace
2024-01-19,Home & Garden,Lamp,2,297.34,594.68,358.48,236.2,CUST5811,West,Mobile App
2024-01-19,Home & Garden,Cookware Set,5,133.58,667.88,280.3,387.58,CUST8813,East,Mobile App
2024-01-19,Clothing,Jeans,2,55.57,111.14,77.7,33.44,CUST8266,Central,Online
2024-01-19,Home & Garden,Bedding,5,110.56,552.81,360.42,192.39,CUST4155,East,Mobile App
2024-01-19,Home & Garden,Coffee Maker,4,38.45,153.81,95.26,58.54,CUST7446,Central,Mobile App
2024-01-19,Sports,Running Shoes,1,367.78,367.78,181.53,186.25,CUST1933,South,Online
2024-01-20,Sports,Yoga Mat,1,579.07,579.07,329.39,249.68,CUST7635,East,Marketplace
2024-01-20,Sports,Yoga Mat,1,95.65,95.65,42.67,52.98,CUST2050,South,Marketplace
2024-01-20,Home & Garden,Plant Pot,5,65.44,327.18,134.06,193.12,CUST5473,East,Marketplace
2024-01-20,Clothing,T-Shirt,1,98.95,98.95,46.93,52.02,CUST9712,North,Marketplace
2024-01-20,Home & Garden,Bedding,5,189.37,946.86,501.81,445.05,CUST4788,North,Marketplace
2024-01-20,Electronics,Smartphone,2,823.92,1647.84,955.76,692.08,CUST7154,Central,Online
2024-01-20,Electronics,Headphones,1,251.5,251.5,136.86,114.65,CUST7731,North,Retail Store
2024-01-21,Clothing,Shoes,4,64.98,259.93,164.47,95.46,CUST9032,South,Online
2024-01-21,Electronics,Laptop,5,307.26,1536.31,994.53,541.77,CUST8833,South,Retail Store
2024-01-21,Home & Garden,Lamp,2,246.16,492.32,226.49,265.83,CUST9619,North,Marketplace
2024-01-21,Home & Garden,Bedding,3,271.98,815.94,471.97,343.97,CUST4144,North,Retail Store
2024-01-21,Sports,Dumbbells,4,646.34,2585.36,1297.42,1287.93,CUST9442,East,Marketplace
2024-01-21,Sports,Bicycle,2,632.47,1264.94,688.47,576.47,CUST8294,North,Marketplace
2024-01-21,Clothing,Jacket,2,27.85,55.69,26.41,29.29,CUST2560,Central,Mobile App
2024-01-21,Clothing,Jacket,4,116.76,467.03,308.96,158.06,CUST3356,East,Marketplace
2024-01-21,Clothing,Jeans,3,49.7,149.1,104.2,44.89,CUST3920,East,Mobile App
2024-01-21,Sports,Dumbbells,3,552.18,1656.53,698.49,958.04,CUST7078,North,Mobile App
2024-01-22,Clothing,Dress,2,116.55,233.1,123.0,110.11,CUST4453,West,Marketplace
2024-01-22,Sports,Dumbbells,1,423.35,423.35,244.02,179.32,CUST6631,West,Retail Store
2024-01-22,Home & Garden,Lamp,4,143.86,575.46,277.97,297.48,CUST2394,South,Retail Store
2024-01-22,Electronics,Headphones,3,1009.86,3029.57,1785.83,1243.74,CUST3958,North,Mobile App
2024-01-22,Clothing,Shoes,2,50.88,101.76,70.36,31.4,CUST1374,Central,Online
2024-01-23,Electronics,Laptop,4,726.53,2906.11,1679.37,1226.74,CUST3278,North,Marketplace
2024-01-23,Clothing,T-Shirt,3,60.58,181.74,94.45,87.29,CUST5356,North,Marketplace
2024-01-23,Sports,Bicycle,5,208.7,1043.48,490.86,552.63,CUST4081,East,Retail Store
2024-01-23,Clothing,Jeans,5,63.81,319.05,206.96,112.09,CUST7276,West,Marketplace
2024-01-23,Home & Garden,Cookware Set,1,98.18,98.18,49.85,48.33,CUST4192,East,Online
2024-01-23,Home & Garden,Bedding,4,158.15,632.6,413.25,219.35,CUST3203,West,Mobile App
2024-01-23,Electronics,Headphones,2,1482.7,2965.4,1295.56,1669.84,CUST1281,Central,Online
2024-01-23,Home & Garden,Plant Pot,5,282.15,1410.73,698.1,712.64,CUST2229,West,Retail Store
2024-01-23,Sports,Fitness Tracker,2,772.97,1545.93,620.66,925.27,CUST8473,Central,Online
2024-01-23,Home & Garden,Plant Pot,2,122.52,245.03,137.14,107.89,CUST7294,Central,Marketplace
2024-01-24,Clothing,Shoes,2,44.49,88.97,55.1,33.88,CUST7812,Central,Mobile App
2024-01-24,Clothing,Jeans,1,128.95,128.95,88.13,40.83,CUST7089,South,Retail Store
2024-01-24,Electronics,Smartphone,1,239.5,239.5,162.69,76.81,CUST5909,West,Online
2024-01-24,Electronics,Tablet,5,1067.06,5335.31,3057.97,2277.35,CUST9125,West,Retail Store
2024-01-24,Clothing,T-Shirt,1,72.9,72.9,48.2,24.7,CUST4828,Central,Mobile App
2024-01-24,Electronics,Tablet,4,1045.67,4182.66,2633.22,1549.44,CUST2667,East,Retail Store
2024-01-25,Clothing,Dress,1,61.24,61.24,40.46,20.78,CUST4712,North,Online
2024-01-25,Home & Garden,Coffee Maker,4,194.65,778.62,443.06,335.56,CUST3875,Central,Online
2024-01-25,Electronics,Laptop,1,777.75,777.75,314.52,463.23,CUST8010,South,Retail Store
2024-01-25,Clothing,T-Shirt,3,90.51,271.52,186.11,85.41,CUST2177,North,Marketplace
2024-01-25,Electronics,Smartphone,5,519.89,2599.45,1411.53,1187.93,CUST9234,South,Marketplace
2024-01-25,Home & Garden,Plant Pot,5,252.05,1260.23,666.99,593.24,CUST5431,Central,Marketplace
2024-01-26,Sports,Running Shoes,3,71.71,215.12,146.35,68.77,CUST5882,South,Retail Store
2024-01-26,Electronics,Headphones,5,570.33,2851.67,1403.56,1448.12,CUST7894,West,Mobile App
2024-01-26,Sports,Dumbbells,4,581.17,2324.67,1208.76,1115.91,CUST7787,South,Online
2024-01-26,Clothing,Jacket,4,43.59,174.35,97.21,77.14,CUST4654,North,Retail Store
2024-01-26,Electronics,Smartphone,4,751.89,3007.54,1281.55,1725.99,CUST6291,Central,Retail Store
2024-01-26,Home & Garden,Plant Pot,5,192.44,962.18,621.33,340.84,CUST7869,West,Online
2024-01-26,Clothing,T-Shirt,2,42.72,85.44,43.42,42.02,CUST7295,North,Retail Store
2024-01-26,Home & Garden,Bedding,4,104.2,416.79,269.57,147.22,CUST8227,South,Online
2024-01-26,Clothing,Jacket,4,39.46,157.85,83.21,74.63,CUST1482,West,Retail Store
2024-01-26,Electronics,Smart Watch,1,431.98,431.98,213.26,218.72,CUST1987,East,Retail Store
2024-01-26,Electronics,Smart Watch,5,275.99,1379.95,610.67,769.28,CUST2343,East,Mobile App
2024-01-26,Electronics,Smartphone,3,775.53,2326.6,1241.79,1084.81,CUST7602,West,Retail Store
2024-01-26,Home & Garden,Cookware Set,2,121.05,242.1,162.61,79.49,CUST7764,West,Marketplace
2024-01-27,Electronics,Headphones,3,721.54,2164.63,1104.15,1060.48,CUST6189,North,Mobile App
2024-01-27,Sports,Fitness Tracker,1,669.69,669.69,402.41,267.29,CUST3475,East,Marketplace
2024-01-27,Electronics,Smartphone,3,892.85,2678.54,1332.04,1346.5,CUST8426,South,Mobile App
2024-01-27,Sports,Dumbbells,1,796.5,796.5,425.25,371.24,CUST5211,West,Retail Store
2024-01-27,Sports,Fitness Tracker,5,517.09,2585.47,1619.67,965.8,CUST1207,South,Retail Store
2024-01-27,Clothing,T-Shirt,4,65.18,260.74,156.31,104.43,CUST8123,East,Marketplace
2024-01-27,Clothing,Dress,4,146.64,586.57,238.15,348.42,CUST7099,West,Online
2024-01-27,Electronics,Smart Watch,4,1010.66,4042.65,1725.15,2317.5,CUST5895,North,Online
2024-01-27,Sports,Bicycle,4,574.28,2297.11,943.76,1353.35,CUST5576,South,Online
2024-01-28,Electronics,Smart Watch,2,1418.05,2836.09,1605.63,1230.46,CUST6962,East,Marketplace
2024-01-28,Clothing,Jeans,4,133.53,534.14,239.58,294.56,CUST9597,East,Mobile App
2024-01-28,Clothing,Shoes,5,70.84,354.18,194.92,159.26,CUST1560,South,Retail Store
2024-01-28,Clothing,Dress,3,107.66,322.98,180.79,142.19,CUST8629,East,Marketplace
2024-01-28,Home & Garden,Cookware Set,1,117.08,117.08,47.64,69.45,CUST8002,South,Mobile App
2024-01-28,Clothing,Shoes,2,103.33,206.65,133.65,73.0,CUST9984,Central,Retail Store
2024-01-29,Sports,Yoga Mat,5,271.09,1355.43,929.61,425.82,CUST8045,North,Online
2024-01-29,Electronics,Smartphone,5,233.56,1167.78,514.46,653.31,CUST8340,West,Marketplace
2024-01-29,Sports,Bicycle,5,750.75,3753.74,2488.1,1265.64,CUST4036,West,Mobile App
2024-01-29,Clothing,Dress,3,100.55,301.64,179.49,122.15,CUST7610,East,Online
2024-01-29,Home & Garden,Lamp,2,87.17,174.35,95.09,79.26,CUST1689,Central,Mobile App
2024-01-30,Home & Garden,Coffee Maker,3,76.08,228.24,96.41,131.83,CUST2179,East,Mobile App
2024-01-30,Sports,Bicycle,1,419.8,419.8,293.45,126.36,CUST7928,Central,Mobile App
2024-01-30,Sports,Bicycle,5,508.52,2542.6,1419.05,1123.54,CUST4302,South,Mobile App
2024-01-30,Electronics,Headphones,5,660.51,3302.54,1841.66,1460.87,CUST2549,Central,Online
2024-01-30,Clothing,Dress,2,37.39,74.79,39.31,35.48,CUST5837,Central,Retail Store
